,URL,Query,Clicks,Impressions,CTR,Position
157,'https://www.uselessthingstobuy.com/product/50-ways-to-eat-cock-healthy-chicken-recipes-with-balls/','50 ways to eat cock',7.0,616.0,0.011363636363636364,17.878246753246753
158,'https://www.uselessthingstobuy.com/product/blood-pillow/','blood pillow',7.0,1194.0,0.005862646566164154,6.809882747068677
159,'https://www.uselessthingstobuy.com/product/canned-unicorn-meat/','what is unicorn meat made of',7.0,106.0,0.0660377358490566,2.4245283018867925
160,'https://www.uselessthingstobuy.com/product/dick-trophy/','dick of the day award',7.0,104.0,0.0673076923076923,4.153846153846153
161,'https://www.uselessthingstobuy.com/product/edible-anus-chocolate-mold/','chocolate anus',7.0,8282.0,0.0008452064718666989,1.879618449649843
162,'https://www.uselessthingstobuy.com/product/essential-oils-diffuser-dumpling-diffuser-by-smoko/','dumpling oil diffuser',7.0,75.0,0.09333333333333334,4.279999999999999
163,'https://www.uselessthingstobuy.com/product/give-nothing-for-the-person-who-has-everything/','gift of nothing',7.0,2922.0,0.0023956194387405884,14.447638603696099
164,'https://www.uselessthingstobuy.com/product/grilled-cheesus-christ-maker/','grilled jesus maker',7.0,30.0,0.23333333333333334,2.2666666666666666
165,'https://www.uselessthingstobuy.com/product/meow-book-for-cats/','book meow',7.0,290.0,0.02413793103448276,6.317241379310345
166,'https://www.uselessthingstobuy.com/product/meow-book-for-cats/','meow meow book',7.0,599.0,0.011686143572621035,5.888146911519199
167,'https://www.uselessthingstobuy.com/product/mini-closed-terrarium-keychain/','terrarium keychain',7.0,84.0,0.08333333333333333,8.333333333333332
168,'https://www.uselessthingstobuy.com/product/mini-grocery-items/','tiny grocery items',7.0,137.0,0.051094890510948905,5.642335766423358
169,'https://www.uselessthingstobuy.com/product/penis-water-gun/','penis gun',7.0,1603.0,0.004366812227074236,12.17092950717405
170,'https://www.uselessthingstobuy.com/product/prime-55-gallon-drum-of-lube/','55 gallon drum lube',7.0,535.0,0.013084112149532711,11.013084112149533
171,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','biggest toblerone for sale',7.0,99.0,0.0707070707070707,5.363636363636363
172,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','giant toblerone for sale',7.0,72.0,0.09722222222222222,4.722222222222222
173,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone for sale',7.0,408.0,0.01715686274509804,7.58578431372549
174,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','where to buy toblerone',7.0,1097.0,0.006381039197812215,12.772105742935278
175,'https://www.uselessthingstobuy.com/product/white-pee-and-poop-stained-pants/','shit stained pants',7.0,232.0,0.03017241379310345,4.3405172413793105
176,'https://www.uselessthingstobuy.com/product/canned-unicorn-meat/','unicorn beef',6.0,117.0,0.05128205128205128,1.9230769230769231
177,'https://www.uselessthingstobuy.com/product/canned-unicorn-meat/','unicorn in a can',6.0,287.0,0.020905923344947737,2.480836236933798
178,'https://www.uselessthingstobuy.com/product/canned-wifi/','canned wifi',6.0,192.0,0.03125,6.822916666666667
179,'https://www.uselessthingstobuy.com/product/dick-trophy/','best dick trophy',6.0,98.0,0.061224489795918366,3.5714285714285716
180,'https://www.uselessthingstobuy.com/product/dick-trophy/','dick of the day trophy',6.0,46.0,0.13043478260869565,4.478260869565217
